date,open,high,low,prev_close,ltp,close,vwap,52w_high,52w_low,volume,value,no_of_trades
4/2/2024,593,598.2,583.25,589.35,590,591.6,593.14,813.4,553.65,4018831,2383730677,139172
4/3/2024,590,607.9,576.65,591.6,607.45,605.05,590.25,813.4,553.65,11124597,6566266182,213924
4/4/2024,620,639.95,618.5,605.05,622.35,620.95,629.98,813.4,553.65,12026382,7576395921,305203
4/5/2024,624.95,637,614.4,620.95,634,634.75,630.52,813.4,553.65,4502631,2838977638,151444
4/8/2024,637.2,637.2,625.8,634.75,634.65,633.9,633.06,813.4,553.7,3395600,2149630044,131575
4/9/2024,634,645.5,629.1,633.9,632.95,632.25,636.94,813.4,553.7,1783075,1135708700,71453
4/10/2024,634,637.95,629.5,632.25,632.25,634.45,634.7,813.4,553.7,2230548,1415721668,103818
4/12/2024,630,644,627.3,634.45,637.9,638.75,637.88,813.4,553.7,2748417,1753162284,68359
4/15/2024,620,635.55,618.5,638.75,630.7,632.3,628.33,813.4,553.7,2868816,1802570064,88652
4/16/2024,629.7,629.7,608.55,632.3,617.2,613.4,615.24,813.4,553.7,4436478,2729486178,87362
4/18/2024,620.5,631,618,613.4,621.9,621.1,624.92,813.4,553.7,3269307,2043050968,89380
4/19/2024,617.85,618.95,607.6,621.1,614.8,614.7,613.11,813.4,553.7,2304049,1412627359,66153
4/22/2024,623.8,623.8,603.65,614.7,608.5,607.6,609.63,813.4,553.7,4363957,2660412395,127983
4/23/2024,614,616,607.35,607.6,609.7,609.5,610.33,813.4,553.7,3056268,1865336984,68624
4/24/2024,613.7,622.05,605.35,609.5,620.05,618.95,612.97,813.4,553.7,5324514,3263776393,70362
4/25/2024,613.9,633.6,605.75,618.95,609.15,608.85,618.29,813.4,553.7,6257904,3869196004,150246
4/26/2024,613.1,613.4,598.15,608.85,600.9,599.8,605.33,813.4,553.7,2415552,1462210917,53322
4/29/2024,625.5,647.65,612.25,599.8,645,637.95,625.61,813.4,553.7,10201170,6381909314,185346
4/30/2024,644.1,645.3,623.55,637.95,632.5,633.6,634.65,813.4,553.7,7590857,4817505027,155075
5/2/2024,636.4,649,634,633.6,643.45,645.3,642.02,813.4,553.7,4310835,2767659484,84898
5/3/2024,648,655.55,639.5,645.3,645.5,645,647.28,813.4,553.7,3662846,2370889707,94648
5/6/2024,648,655.45,631.3,645,632.8,633.9,642.62,813.4,553.7,2195074,1410597461,78199
5/7/2024,634,645,626.65,633.9,630,630.15,631.88,813.4,553.7,1787126,1129244483,46723
5/8/2024,630.15,635.2,620.1,630.15,625,624.85,624.61,813.4,553.7,3724624,2326423814,102345
5/9/2024,627,636.3,622.05,624.85,629.55,627.95,630.42,813.4,553.7,1864280,1175277189,99933
5/10/2024,630,636,625.7,627.95,634.65,635.1,632.12,813.4,553.7,1602383,1012897550,71687
5/13/2024,635.9,636,618.25,635.1,634.5,633.85,628.32,813.4,553.7,2409926,1514214592,72868
5/14/2024,635.1,639.9,627.5,633.85,638.4,638.7,636.92,813.4,553.7,1212526,772287787,46033
5/15/2024,642.45,648.9,616.85,638.7,621.9,622.95,627.94,813.4,553.7,4654837,2922976284,114123
5/16/2024,626.45,628.5,615,622.95,621.5,621.65,620.67,813.4,553.7,1768712,1097785346,56630
5/17/2024,625.25,626.4,621.65,621.65,625.5,624.35,624.18,813.4,553.7,1761091,1099242564,69163
5/18/2024,627.7,627.7,605.9,624.35,624.8,624.3,624.16,813.4,553.7,90209,56305289,3614
5/21/2024,625,626,612.45,624.3,614.9,615.5,617.03,813.4,553.7,2515002,1551832206,95454
5/22/2024,618.8,620.55,600.55,615.5,604.75,603.3,607.76,813.4,553.7,4891339,2972779061,150088
5/23/2024,607.8,621.25,605.3,603.3,619,619.45,615.73,813.4,553.7,2263717,1393849008,67428
5/24/2024,617.8,623.1,616.15,619.45,619,620.65,619.51,813.4,553.7,1972136,1221756402,55466
5/27/2024,624.8,641.75,621,620.65,637,634.6,634.83,813.4,553.7,5536936,3515019291,112762
5/28/2024,638.45,647.65,630.55,634.6,636.15,636.35,640.96,813.4,553.7,3797767,2434234425,96231
5/29/2024,636.35,652.8,633.1,636.35,646,648.3,646.71,813.4,553.7,5140162,3324190648,115096
5/30/2024,646.9,654.35,636.1,648.3,640.7,638.6,644.44,813.4,553.7,3971332,2559272635,76905
5/31/2024,639.85,655.35,639.85,638.6,642.8,653.1,652.33,813.4,553.7,24738361,16137517799,169498
6/3/2024,663.4,667.9,641.8,653.1,646.75,644.55,652.34,813.4,553.7,7158268,4669638434,204989
6/4/2024,649.95,649.95,605.9,644.55,628,628.75,630.73,813.4,553.7,3575414,2255131306,111827
6/5/2024,632,688.9,623.25,628.75,667,669.55,654.39,813.4,553.7,8897937,5822679579,267041
6/6/2024,670,678.5,654,669.55,663,660.55,665.13,813.4,553.7,2358058,1568415521,70143
6/7/2024,663,670.5,660.4,660.55,669.5,669,665.42,813.4,553.7,1336725,889481063,48109
6/10/2024,669.2,679.5,648,669,671,669.45,660.14,813.4,553.7,5309961,3505328599,130252
6/11/2024,671,677,663.05,669.45,672.3,671.6,671.32,813.4,553.7,1936660,1300115890,44749
6/12/2024,674.85,679.6,663.3,671.6,666,667.05,670.51,813.4,553.7,2701504,1811393980,83820
6/13/2024,667.05,678.95,666,667.05,668.7,668.15,671.36,813.4,553.7,1786679,1199497397,64533
6/14/2024,672.65,673.15,658,668.15,661.2,661.25,662.16,813.4,553.7,2852074,1888520831,97164
6/18/2024,663.45,671,660.55,661.25,665,664.5,665.89,813.4,553.7,2225745,1482094912,45966
6/19/2024,663,676,650,664.5,656.2,656.95,655.16,813.4,553.7,19436706,12734101805,147562
6/20/2024,659.9,672.45,657.1,656.95,667.9,666.75,667.34,813.4,553.7,2046499,1365704575,58101
6/21/2024,669.95,672.65,666,666.75,666,667.6,668.2,813.4,553.7,3781936,2527098694,57143
6/24/2024,660.25,682.75,638.5,667.6,682.5,679.5,666.02,813.4,553.7,6994152,4658271411,168182
6/25/2024,683,690.4,673,679.5,681.55,682.2,681.67,813.4,553.7,4463897,3042920047,83624
6/26/2024,682.2,700.95,674.75,682.2,692.5,692.45,691.39,813.4,553.7,6725621,4650009013,133321
6/27/2024,691,696,661.3,692.45,664.7,666.1,673.51,813.4,553.7,4949541,3333568302,95017
6/28/2024,670.1,674.9,668.15,666.1,670,672.05,671.76,813.4,553.7,1933315,1298730570,51366
7/1/2024,672.05,676.7,665,672.05,674.8,673.85,673.36,813.4,553.7,1155952,778369012,63286
7/2/2024,674.55,679.55,668.25,673.85,672,673.3,674.92,813.4,553.7,1327498,895956521,58601
7/3/2024,675.95,682.2,663,673.3,665.75,666.25,672.73,813.4,553.7,3891265,2617760216,149325
7/4/2024,669.35,680,661.8,666.25,677.15,673.45,668.45,813.4,553.7,1223370,817767409,31908
7/5/2024,674,678.2,668.15,673.45,672.25,672.6,672.66,813.4,553.7,1225024,824024263,43628
7/8/2024,667.95,668.25,639.1,672.6,645,642.7,648.22,813.4,553.7,6191001,4013111168,120220
7/9/2024,642.7,647.05,638.15,642.7,640.5,640.05,641.76,813.4,553.7,1436156,921663189,44107
7/10/2024,640.6,642.95,624.55,640.05,630.65,629.95,629.35,813.4,553.7,6039883,3801188638,121716
7/11/2024,626,635.95,624.75,629.95,634,633.4,630.73,813.4,553.7,1710082,1078594968,51940
7/12/2024,634,648.9,633.05,633.4,643.7,643.8,643.32,813.4,553.7,2044302,1315134750,55001
7/15/2024,645,648.15,638.25,643.8,640.1,640.85,641.88,813.4,553.7,1861392,1194783421,71465
7/16/2024,644,645.7,633.2,640.85,636.35,634.45,636.82,813.4,553.7,2089842,1330848972,64542
7/18/2024,635,638.5,630,634.45,632.85,633.05,634.19,813.4,553.7,2224274,1410609001,61105
7/19/2024,630.5,635.35,625.15,633.05,632.1,633.65,631.81,813.4,553.7,1321440,834899090,60985
7/22/2024,628,660.4,625,633.65,656.5,655.4,649.22,813.4,553.7,6529913,4239322307,127982
7/23/2024,657,658.9,643.45,655.4,655.9,656.25,653.06,813.4,553.7,2321050,1515789082,57860
7/24/2024,656.25,663.3,647.25,656.25,660.7,659.55,656.13,813.4,553.7,5455706,3579644818,125019
7/25/2024,657.3,661.75,625.55,659.55,628.75,631.65,640.52,813.4,553.7,2401579,1538249600,69004
7/26/2024,621,652.35,620.55,631.65,650.9,650.4,642.07,813.4,553.7,4555752,2925092519,109430
7/29/2024,655,658.1,644.35,650.4,654.1,650.05,651.63,813.4,553.7,4793665,3123712210,122519
7/30/2024,652,661.5,649.15,650.05,652,651.45,655.4,813.4,553.7,2007413,1315660505,68052
7/31/2024,653.45,653.45,637.35,651.45,646,646.05,643.6,813.4,553.7,3723813,2396631760,99166
8/1/2024,646.75,659.85,641.95,646.05,644.05,644.75,650.96,813.4,553.7,1637829,1066165546,43795
8/2/2024,638,650.95,635.5,644.75,637.75,637.6,642.57,813.4,553.7,3036465,1951128585,58064
8/5/2024,629.9,637.9,622.3,637.6,630.1,632,628.64,813.4,553.7,2173993,1366653636,91321
8/6/2024,635.3,644.9,633,632,635,635.9,639.24,813.4,553.7,1635549,1045515409,65185
8/7/2024,640.5,643.9,626.3,635.9,633.75,630.85,630.88,813.4,553.7,2592406,1635490490,90788
8/8/2024,629,635.3,624.55,630.85,626.1,626.1,629.6,813.4,553.7,1374881,865624087,55644
8/9/2024,635,636,623.25,626.1,626.4,625.95,626.4,813.4,553.7,1145143,717314521,28531
8/12/2024,620.1,621.4,605.15,625.95,609.5,609.75,610.49,813.4,553.7,5707504,3484368222,131764
8/13/2024,609.75,615.45,606.9,609.75,610.1,611.95,611.51,813.4,553.7,2326446,1422653039,57216
8/14/2024,612,615.85,600.25,611.95,606,603.05,605.25,813.4,553.7,1823476,1103667725,85256
8/16/2024,607,614,605.8,603.05,613.5,613.2,609.58,813.4,553.7,1265653,771514909,33282
8/19/2024,614.1,622.55,610,613.2,622.55,615.25,613.99,813.4,553.7,2273232,1395734406,68072
8/20/2024,621.4,626.05,618.65,615.25,620.75,621.15,622.23,813.4,553.7,2026046,1260673909,41301
8/21/2024,618,627.5,615.7,621.15,626,625.2,621.83,813.4,553.7,3107738,1932480890,86330
8/22/2024,632,637.35,629.3,625.2,633.2,633.4,633.13,813.4,553.7,1214623,769017596,36714
8/23/2024,630.25,636,622.9,633.4,626,625.8,629.31,813.4,553.7,1101563,693229496,38095
8/26/2024,631.75,639.05,629,625.8,633,633.45,633.4,813.4,553.7,2556753,1619452049,74635
8/27/2024,639.25,639.25,632.1,633.45,635.5,635.1,635.97,813.4,553.7,1239139,788050550,38395
8/28/2024,633.15,636.75,625.85,635.1,628.3,632.55,633.59,813.4,553.7,1975857,1251890794,59107
8/29/2024,631,649.4,630.2,632.55,640,640.35,640.96,813.4,553.7,3767187,2414631814,89768
8/30/2024,641.5,697,641.5,640.35,689.25,688.7,676.42,813.4,553.7,16426385,11111207586,221296
9/2/2024,684.95,693.8,679.2,688.7,679.8,680.8,686.19,813.4,553.7,3223654,2212034184,108605
9/3/2024,679,687.85,672,680.8,677,674.25,680.23,813.4,553.7,4005570,2724719601,73384
9/4/2024,680,692.6,671.1,674.25,686.8,687.75,683.18,813.4,553.7,5338608,3647221457,98480
9/5/2024,702,722.85,694.25,687.75,703.35,702.9,704.94,813.4,553.7,7485499,5276822204,130913
9/6/2024,702,712.75,700,702.9,702.8,703,706.98,813.4,553.7,3843381,2717204301,99783
9/9/2024,705,716.75,696.85,703,715,714.2,711.43,813.4,553.7,3856445,2743585176,126614
9/10/2024,720.95,724.5,713,714.2,718,718.2,718.23,813.4,553.7,2148085,1542817091,73616
9/11/2024,718.2,726.95,713.15,718.2,722.8,722.25,721.29,813.4,553.7,2745980,1980651130,66597
9/12/2024,727.85,727.85,717.8,722.25,721.9,720.5,721.92,813.4,553.7,969180,699667751,26544
9/13/2024,723,728.65,717.25,720.5,724.3,722.9,723.77,813.4,553.7,1230745,890776120,30876
9/16/2024,725.5,727.05,710.55,722.9,718,718.95,717.8,813.4,553.7,1580582,1134538636,54625
9/17/2024,717.8,723.4,714.45,718.95,718.2,719.45,718.99,813.4,553.7,969835,697301479,32342
9/18/2024,720,727.65,715.2,719.45,722.9,724.25,723.21,813.4,553.7,1822792,1318260235,51885
9/19/2024,730,755.4,725,724.25,749.9,752.5,743.56,813.4,553.7,6130072,4558104947,127458
9/20/2024,752.5,754.9,729.15,752.5,730,731.3,737.19,813.4,553.7,2771083,2042828448,60108
9/23/2024,732,738.3,723.85,731.3,734.15,735.75,733.05,813.4,553.7,1560148,1143673683,57662
9/24/2024,736,740.4,730.3,735.75,735,736.2,736.21,813.4,553.7,1678368,1235634701,41517
9/25/2024,736.2,741.9,727.65,736.2,731.1,731.4,733.69,813.4,553.7,2597471,1905728837,50221
9/26/2024,732.2,738,729.5,731.4,731.5,735.95,734.07,813.4,553.7,2158790,1584709618,71282
9/27/2024,731.1,735.2,726.5,735.95,728.85,731.1,731.43,813.4,553.7,2788579,2039657718,52195
9/30/2024,720,743.9,720,731.1,740,740.2,738.01,813.4,553.7,2372518,1750930795,75119
10/1/2024,740.05,748.15,730.25,740.2,736,732.7,737.9,813.4,553.7,1430628,1055662011,50286
10/3/2024,723.05,735.65,723.05,732.7,733,731.7,730.64,813.4,553.7,1821086,1330557391,66012
10/4/2024,727,744.65,716.9,731.7,720,718.95,729.73,813.4,553.7,2161504,1577320305,65520
10/7/2024,726.1,742.45,722,718.95,731.6,733,734.17,813.4,553.7,3956104,2904436192,123274
10/8/2024,733,735.6,721.5,733,728.4,727.35,728.37,813.4,553.7,1285008,935956245,41650
10/9/2024,728.95,731.85,703.3,727.35,707.15,705.3,714.01,813.4,553.7,3300198,2356388647,100971
10/10/2024,711.5,714.9,698.1,705.3,701,699.95,707.5,813.4,553.7,1055278,746608583,39198
10/11/2024,703.8,706.55,688.75,699.95,693,690.4,694.34,813.4,553.7,801609,556589799,29622
10/14/2024,693.6,708.1,682.9,690.4,700.55,701,696.5,813.4,553.7,1873286,1304735367,66802
10/15/2024,704,704.95,690.65,701,696.25,695.8,695.35,813.4,553.7,527544,366828415,24221
10/16/2024,691.1,698.35,684.4,695.8,697,696.45,693.21,813.4,553.7,1327184,920021384,54051
10/17/2024,699,702.4,684.3,696.45,686.65,686.95,689.47,813.4,553.7,323933,223343632,16755
10/18/2024,683.05,687.5,676.5,686.95,683.4,683.65,682.67,813.4,553.7,920590,628457689,49684
10/21/2024,684.35,688.75,661.25,683.65,665.25,664.85,672,813.4,553.7,2161816,1452738066,79445
10/22/2024,664.85,669.4,636.1,664.85,637,638.5,648.41,813.4,553.7,1318131,854691293,50908
10/23/2024,638.5,655.45,630.05,638.5,652.9,652.05,646.45,813.4,553.7,2498843,1615366478,89024
10/24/2024,660,682.9,641.7,652.05,646.8,645.65,660.95,813.4,553.7,5123554,3386388035,119312
10/25/2024,636.5,636.5,599.25,645.65,602.25,604.5,607.77,813.4,553.7,6950865,4224532293,177168
10/28/2024,610,622.65,602.65,604.5,620,620,615.36,813.4,553.7,3367259,2072085711,116147
10/29/2024,621,623.5,611.85,620,620,621.5,618.83,813.4,553.7,1359311,841181595,40773
10/30/2024,619.95,625.65,604,621.5,608.85,609.4,610.84,813.4,553.7,5253691,3209183541,109291
10/31/2024,608.85,616,606.15,609.4,614.5,612.45,611.39,813.4,553.7,2134118,1304784044,48504
11/1/2024,617.9,621,615.65,612.45,617,617.35,617.7,813.4,553.7,180971,111785678,7867
11/4/2024,619.95,628.4,616.4,617.35,625,625.45,623.25,813.4,553.7,3687616,2298308781,81415
11/5/2024,624.95,626.85,605.25,625.45,614,613.8,612.59,813.4,553.7,2133792,1307136236,45892
11/6/2024,618,619.75,606.55,613.8,610.4,609.8,609.47,813.4,553.7,2860212,1743203241,51808
11/7/2024,614,614.4,601.5,609.8,602,602.3,606.08,813.4,553.7,1213518,735494739,31124
11/8/2024,603,606.85,579,602.3,581.2,580.65,587.94,813.4,553.7,2487002,1462215262,51289
11/11/2024,581,581.9,569.25,580.65,575.55,576.05,575.02,813.4,553.7,2610819,1501279311,77548
11/12/2024,577.05,582,573.05,576.05,579,579.25,577.82,813.4,553.7,1281942,740727385,58481
11/13/2024,576.65,578.95,557.25,579.25,563.8,560.8,565.75,813.4,553.7,4788121,2708892360,114960
11/14/2024,562.5,575.4,562.5,560.8,574,573.9,571.25,813.4,553.7,1722187,983800713,59862
11/18/2024,574,583.15,570.25,573.9,578.3,579,578.71,813.4,553.7,2176589,1259611819,44326
11/19/2024,575.05,597.1,575.05,579,587.45,591,590.18,813.4,553.7,3260155,1924067687,48285
11/21/2024,589.2,595.65,581.05,591,594.9,593.9,591.55,813.4,553.7,1840597,1088802155,44746
11/22/2024,593.95,597,590.7,593.9,596,595.7,593.29,813.4,553.7,1400380,830834213,26631
11/25/2024,604,604.4,593.1,595.7,598,596.3,597.73,813.4,553.7,3793270,2267346858,67032
11/26/2024,596.9,596.9,587.15,596.3,592.5,591.6,590.81,813.4,553.7,1829479,1080868352,38139
11/27/2024,589.5,594.35,584.1,591.6,590.7,589.8,589.8,813.4,553.7,3177623,1874172307,62807
11/28/2024,590.7,593,584.7,589.8,587.3,585.8,587.77,813.4,553.7,1591285,935313622,31489
11/29/2024,587,591.75,578.4,585.8,584.5,583.35,583.77,813.4,553.7,2005684,1170860551,37576
12/2/2024,586,586,577.15,583.35,582.9,581.6,579.84,813.4,553.7,2248745,1303910654,55358
12/3/2024,583.75,598.6,582.1,581.6,595.3,594.85,591.46,813.4,553.7,3487471,2062698984,68089
12/4/2024,597.85,603.75,590,594.85,596.85,595.65,595.31,813.4,553.7,2505941,1491801123,53156
12/5/2024,598.7,600,591.6,595.65,598.85,597.75,596.76,813.4,553.7,2009229,1199030454,52730
12/6/2024,602,602,585.55,597.75,588,587.4,591.67,813.4,553.7,2744809,1624013185,70778
12/9/2024,587.95,591.5,580.4,587.4,581,581.2,585.49,813.4,553.7,1034189,605502308,39153
12/10/2024,584.05,592.9,581.45,581.2,591.85,591.3,589.67,813.4,553.7,1159650,683814588,42247
12/11/2024,594.95,594.95,588.1,591.3,590.85,590.1,590.48,813.4,553.7,1875206,1107262491,30460
12/12/2024,591.5,595.2,586.45,590.1,590.3,591.05,591.72,813.4,553.7,1438341,851096289,41972
12/13/2024,588,588.75,574.3,591.05,587.7,584.55,580.52,813.4,553.7,1412657,820072222,68422
12/16/2024,585,586.1,576.5,584.55,577,578.15,579.45,813.4,553.7,1123451,650985124,28705
12/17/2024,579.75,580,561.3,578.15,563,563.15,567.58,813.4,553.7,1658082,941097842,50805
12/18/2024,561.15,567.3,555.8,563.15,558.85,558.35,560.69,813.4,553.7,1223019,685737635,47052
12/19/2024,554,555,540.8,558.35,549.6,548.7,547.07,813.4,540.8,2328195,1273696611,63861
12/20/2024,548.75,554.8,534.45,548.7,539.5,537.6,544.44,813.4,534.45,2499947,1361068190,59387
12/23/2024,542,551.8,539.05,537.6,547.8,549.2,546.8,813.4,534.45,1791145,979401848,36801
12/24/2024,547,557.6,543,549.2,555.05,556.15,551.62,813.4,534.45,2245915,1238895849,64742
12/26/2024,554.6,557.85,546.2,556.15,547.25,548.3,549.34,813.4,534.45,1104075,606511388,34719
12/27/2024,548.75,554.55,547.25,548.3,552,552.2,551.49,813.4,534.45,481188,265370580,21553
12/30/2024,552,591.5,546.55,552.2,563.25,577.2,568.6,813.4,534.45,6457071,3671485345,146812
12/31/2024,561.95,563.9,546.55,577.2,559,559.1,558.18,813.4,534.45,3366983,1879394542,59824
